locality_id,suburb_name,locality_class,state,lat,lon
locd33f3c967be7,Craigie,Gazetted Locality,VIC,-37.109526,143.76666
loc6ae8cb311823,Craigieburn,Gazetted Locality,VIC,-37.581379,144.92586
locc0b6d754799e,Cranbourne,Gazetted Locality,VIC,-38.114206,145.27061
locae977e7a8d83,Cranbourne East,Gazetted Locality,VIC,-38.112668,145.304471
loc9fe59dbd0874,Cranbourne North,Gazetted Locality,VIC,-38.077538,145.298738
locb52441c1176c,Cranbourne South,Gazetted Locality,VIC,-38.149383,145.242088
loc9ea2b366d63f,Cranbourne West,Gazetted Locality,VIC,-38.103419,145.250421
loceed276972aef,Creek Junction,Gazetted Locality,VIC,-36.847492,145.888304
loc208d5dc9bc9d,Creek View,Gazetted Locality,VIC,-36.606127,144.650331
loc36df131f7f2f,Creightons Creek,Gazetted Locality,VIC,-36.863022,145.513484
loc87f2ad0c0fd7,Cremorne,Gazetted Locality,VIC,-37.82944,144.992609
loc49b67c1a061c,Cressy,Gazetted Locality,VIC,-38.03713,143.659277
loc1dd5cc4604dc,Creswick,Gazetted Locality,VIC,-37.420667,143.891438
loc722aa96999fb,Creswick North,Gazetted Locality,VIC,-37.366726,143.874835
loce93280cdb0cc,Crib Point,Gazetted Locality,VIC,-38.356417,145.202748
loce1baa6ae291a,Crookayan,Gazetted Locality,VIC,-37.489864,146.627172
loc29fe10d21de6,Crooked River,Gazetted Locality,VIC,-37.387985,146.999566
loc72a7fcf3b793,Cross Roads,Gazetted Locality,VIC,-37.501105,143.212651
loc05c0d8385f06,Crossley,Gazetted Locality,VIC,-38.317003,142.313452
loc68d45f60e663,Crossover,Gazetted Locality,VIC,-38.057558,145.973622
loc9afca16e477d,Crowlands,Gazetted Locality,VIC,-37.128692,143.09746
loc41019400a84c,Croxton East,Gazetted Locality,VIC,-37.774824,142.226963
loccb9bfb1fb49a,Croydon,Gazetted Locality,VIC,-37.79132,145.282048
locdc955a0a97c9,Croydon Hills,Gazetted Locality,VIC,-37.774359,145.268764
locfeb30fa2d21c,Croydon North,Gazetted Locality,VIC,-37.773253,145.284505
locdcb72e93920d,Croydon South,Gazetted Locality,VIC,-37.815572,145.280337
loc5363ad7a2f67,Crymelon,Gazetted Locality,VIC,-36.153143,142.239557
loc25b9ba26361b,Cudgee,Gazetted Locality,VIC,-38.34098,142.647008
loc8e2916c92321,Cudgewa,Gazetted Locality,VIC,-36.155041,147.810255
locafaa9105451b,Culgoa,Gazetted Locality,VIC,-35.707034,143.114647
loc52381735d3aa,Culla,Gazetted Locality,VIC,-37.240386,141.621714
locfcfe95e2d02b,Cullen,Gazetted Locality,VIC,-35.78368,144.154895
loc2510a2bbb52b,Cullulleraine,Gazetted Locality,VIC,-34.188077,141.651368
loc23e052d4d146,Cundare,Gazetted Locality,VIC,-38.14456,143.59307
loc4f29029b510a,Cundare North,Gazetted Locality,VIC,-38.107308,143.560758
locae45b735f0f5,Curdies River,Gazetted Locality,VIC,-38.444669,142.946272
loce2d6c5b97781,Curdievale,Gazetted Locality,VIC,-38.520548,142.852757
locbacb63b5901d,Curlewis,Gazetted Locality,VIC,-38.178482,144.522361
loc61458096fc3d,Curyo,Gazetted Locality,VIC,-35.843708,142.710509
loceecc133d97ef,Dadswells Bridge,Gazetted Locality,VIC,-36.904179,142.495477
loc21b693492299,Daisy Hill,Gazetted Locality,VIC,-37.112423,143.719791
locbdafa0d5b0d4,Dales Creek,Gazetted Locality,VIC,-37.523527,144.301714
locf91c2122e305,Dallas,Gazetted Locality,VIC,-37.669881,144.936294
loc29de16c8a604,Dalmore,Gazetted Locality,VIC,-38.187888,145.417997
loc7ff0c90669d1,Daltons Bridge,Gazetted Locality,VIC,-35.826675,144.285065
loc9965a53bd900,Dalyenong,Gazetted Locality,VIC,-36.806219,143.41464
loc7033a498c044,Dalyston,Gazetted Locality,VIC,-38.568075,145.546773
loc642caba35d41,Dandenong,Gazetted Locality,VIC,-37.985579,145.21261
locd755ccb7197e,Dandenong North,Gazetted Locality,VIC,-37.955013,145.215005
locb31c88860761,Dandenong South,Gazetted Locality,VIC,-38.029504,145.215806
loc0fabb2d42502,Dandongadale,Gazetted Locality,VIC,-36.833069,146.724812
loc6ade465eba04,Dargo,Gazetted Locality,VIC,-37.321683,147.332566
loc5a81b7e76276,Darley,Gazetted Locality,VIC,-37.636392,144.432136
locce1a485f3bc4,Darlimurla,Gazetted Locality,VIC,-38.397167,146.226362
loc11139c8daf73,Darlington,Gazetted Locality,VIC,-37.979534,143.05133
locbd525ba78d55,Darnum,Gazetted Locality,VIC,-38.181239,146.01394
locbc5a8bc32e3c,Darraweit Guim,Gazetted Locality,VIC,-37.416667,144.877094
loc47fd90afd2e5,Darriman,Gazetted Locality,VIC,-38.409553,146.898843
locd931e7865593,Dartmoor,Gazetted Locality,VIC,-37.895114,141.268029
loc2bcf6d23c364,Dartmouth,Gazetted Locality,VIC,-36.61188,147.613776
locd72415fcbe73,Dawson,Gazetted Locality,VIC,-37.974232,146.690009
loce8cc4236dbff,Daylesford,Gazetted Locality,VIC,-37.348365,144.159184
locd110c77e6314,Dean,Gazetted Locality,VIC,-37.456335,143.978144
loc831136617e5e,Deans Marsh,Gazetted Locality,VIC,-38.406883,143.898683
loce4ce9f3183f9,Deanside,Gazetted Locality,VIC,-37.732654,144.704238
loc61a6ae4a3ac2,Deddick Valley,Gazetted Locality,VIC,-37.048849,148.460294
locfa38377aaf29,Dederang,Gazetted Locality,VIC,-36.475521,147.002142
loc511d7165818d,Deep Lead,Gazetted Locality,VIC,-37.002756,142.725917
loce587d8cdc0f5,Deepdene,Gazetted Locality,VIC,-37.811016,145.066195
loc70eb03d586f8,Deer Park,Gazetted Locality,VIC,-37.767023,144.766594
loc853ce1db7b4e,Delacombe,Gazetted Locality,VIC,-37.582643,143.817469
loc167afe1d878c,Delahey,Gazetted Locality,VIC,-37.718841,144.776932
loc37ffbe4ce368,Delatite,Gazetted Locality,VIC,-37.125624,146.158363
loc725c71e30b9d,Delburn,Gazetted Locality,VIC,-38.334737,146.229038
loc974cd060be4d,Delegate River,Gazetted Locality,VIC,-37.106345,148.79386
loc7836462d7b61,Denicull Creek,Gazetted Locality,VIC,-37.342159,142.92855
locbc62dc5c02d2,Denison,Gazetted Locality,VIC,-38.038098,146.874876
loc09eb23893c4a,Dennington,Gazetted Locality,VIC,-38.355138,142.433687
loc1228ae175fa4,Denver,Gazetted Locality,VIC,-37.287901,144.294297
locab522f286551,Deptford,Gazetted Locality,VIC,-37.571975,147.690623
loc168ab8c4ca65,Derby,Gazetted Locality,VIC,-36.654707,144.014339
loca2fd80ef71d3,Dereel,Gazetted Locality,VIC,-37.82601,143.76122
loc7bdb81a803ef,Dergholm,Gazetted Locality,VIC,-37.342395,141.187508
locaa3e42e45c6a,Derrimut,Gazetted Locality,VIC,-37.798351,144.770945
loc5d49b0dadcea,Derrinal,Gazetted Locality,VIC,-36.895145,144.568236
loc90ffd6e9687e,Derrinallum,Gazetted Locality,VIC,-37.958913,143.175326
loc5d6dd94e8d50,Devenish,Gazetted Locality,VIC,-36.336735,145.897285
loce1f58e338f60,Devils River,Gazetted Locality,VIC,-37.17214,145.816929
loc8466fa581083,Devon Meadows,Gazetted Locality,VIC,-38.170843,145.308572
loc931939069973,Devon North,Gazetted Locality,VIC,-38.535683,146.621451
locdf5c9d822bba,Dewhurst,Gazetted Locality,VIC,-37.976385,145.473817
locf51ebff75c37,Dhurringile,Gazetted Locality,VIC,-36.535505,145.216394
loc42e60600a8c9,Diamond Creek,Gazetted Locality,VIC,-37.66081,145.15469
loc99d753e19b23,Digby,Gazetted Locality,VIC,-37.812671,141.539957
loc21e213c7452c,Diggers Rest,Gazetted Locality,VIC,-37.613869,144.682087
loc9e3160d1ab2a,Diggora,Gazetted Locality,VIC,-36.363471,144.530895
loc87fb78a75ee2,Dimboola,Gazetted Locality,VIC,-36.393557,142.049014
locac4138577791,Dingee,Gazetted Locality,VIC,-36.372125,144.212503
locd6810256cc93,Dingley Village,Gazetted Locality,VIC,-37.97502,145.12539
loc89a34a2a749a,Dingwall,Gazetted Locality,VIC,-35.808657,143.848174
loc6c424ead2992,Dinner Plain,Gazetted Locality,VIC,-37.033981,147.280268
loc9383b261d90b,Dixie,Gazetted Locality,VIC,-38.305947,142.92693
loca0aaf21ba3d0,Dixons Creek,Gazetted Locality,VIC,-37.584352,145.430778
loc2a21ad45f1a4,Dobie,Gazetted Locality,VIC,-37.331324,143.033276
loc72811653f4ea,Docker,Gazetted Locality,VIC,-36.506163,146.367195
locb5e6487c69a4,Dockers Plains,Gazetted Locality,VIC,-36.287574,146.335204
locddc4a1bcd8ba,Docklands,Gazetted Locality,VIC,-37.818629,144.943106
locab849449a3d2,Doctors Flat,Gazetted Locality,VIC,-37.302491,147.743202
loc565a9d71a45a,Dollar,Gazetted Locality,VIC,-38.558292,146.180246
loc2289e2e7a389,Don Valley,Gazetted Locality,VIC,-37.733639,145.590648
locd1f06da0adb3,Donald,Gazetted Locality,VIC,-36.304843,142.953946
loc7ab22202aac3,Doncaster,Gazetted Locality,VIC,-37.782995,145.122359
loc7a8164839d54,Doncaster East,Gazetted Locality,VIC,-37.775713,145.161615
locbdf0138dcf54,Donnybrook,Gazetted Locality,VIC,-37.54003,144.988444
loc49db457e2be8,Donvale,Gazetted Locality,VIC,-37.786698,145.185021
loc61425f380f45,Dooboobetic,Gazetted Locality,VIC,-36.377373,143.197435
loc183d810feeb8,Dooen,Gazetted Locality,VIC,-36.642036,142.23636
loc605f47e8b63b,Dookie,Gazetted Locality,VIC,-36.333708,145.710392
loc4ec1ea750ace,Dookie College,Gazetted Locality,VIC,-36.394333,145.703497
loc20067eb0384a,Doreen,Gazetted Locality,VIC,-37.598238,145.140398
loc3b1653361b3b,Dorodong,Gazetted Locality,VIC,-37.319828,141.048056
loc6bfaffdaa2e4,Double Bridges,Gazetted Locality,VIC,-37.596031,147.89565
locea0d687a4d92,Douglas,Gazetted Locality,VIC,-37.04106,141.711477
locb453101c5355,Doveton,Gazetted Locality,VIC,-37.98383,145.239632
loc2946717827d5,Dreeite,Gazetted Locality,VIC,-38.145014,143.510636
locc6e52e8def36,Dreeite South,Gazetted Locality,VIC,-38.196746,143.480199
loce6fe9cedd8c7,Driffield,Gazetted Locality,VIC,-38.270824,146.303637
loc0d669795e246,Drik Drik,Gazetted Locality,VIC,-38.008558,141.285197
locf4e180745c81,Dromana,Gazetted Locality,VIC,-38.332014,145.012072
loce4b02dd6c1f3,Dropmore,Gazetted Locality,VIC,-37.040363,145.428975
loc33cff9526850,Drouin,Gazetted Locality,VIC,-38.143213,145.840868
loc1e36ff40f8a5,Drouin East,Gazetted Locality,VIC,-38.124265,145.890041
loc961d8ef37c6a,Drouin South,Gazetted Locality,VIC,-38.188928,145.828526
loc3b77572d819c,Drouin West,Gazetted Locality,VIC,-38.079475,145.86717
loc037fcbc041fa,Drumanure,Gazetted Locality,VIC,-36.16727,145.486191
locbf040b0721d0,Drumborg,Gazetted Locality,VIC,-38.104847,141.491647
loc6f04d479b43f,Drumcondra,Gazetted Locality,VIC,-38.13015,144.354048
loc629ffe1fefba,Drummartin,Gazetted Locality,VIC,-36.428826,144.406615
loc3395a1caa799,Drummond,Gazetted Locality,VIC,-37.242836,144.305013
loc025c42fd6114,Drummond North,Gazetted Locality,VIC,-37.190392,144.324135
locafc06a7fcfb5,Drung,Gazetted Locality,VIC,-36.762915,142.321695
loca806c254ae08,Dry Diggings,Gazetted Locality,VIC,-37.29793,144.158187
loc06d0d0aef5d7,Drysdale,Gazetted Locality,VIC,-38.176485,144.598199
loc503de45e036b,Duchembegarra,Gazetted Locality,VIC,-36.615471,141.907424
loc7e21ef3fcb98,Dumbalk,Gazetted Locality,VIC,-38.524541,146.119939
locf0041d1e15dc,Dumbalk North,Gazetted Locality,VIC,-38.511783,146.169167
loc1300d397268b,Dumosa,Gazetted Locality,VIC,-35.938845,143.18853
loc03c894bfb13b,Dunach,Gazetted Locality,VIC,-37.217121,143.768278
loc6d3acef99a3e,Dundonnell,Gazetted Locality,VIC,-37.899261,142.984262
locf2d345ace389,Dunkeld,Gazetted Locality,VIC,-37.672858,142.364231
loc0f6b02507a61,Dunluce,Gazetted Locality,VIC,-36.880303,143.598323
loca9f4c2994bec,Dunneworthy,Gazetted Locality,VIC,-37.20439,143.040747
locf771412e96f3,Dunnstown,Gazetted Locality,VIC,-37.592729,143.967713
locfeaaed594038,Dunolly,Gazetted Locality,VIC,-36.866213,143.730916
loc41bc1de7b301,Dunrobin,Gazetted Locality,VIC,-37.519239,141.379652
loc579e6c6e83d8,Durdidwarrah,Gazetted Locality,VIC,-37.82241,144.164055
loceb6884033cea,Durham Lead,Gazetted Locality,VIC,-37.697469,143.883962
locec50c74f81bc,Durham Ox,Gazetted Locality,VIC,-36.120024,143.918381
loc3eb047673ced,Dutson,Gazetted Locality,VIC,-38.180645,147.24027
loc0f66385b4eb7,Dutson Downs,Gazetted Locality,VIC,-38.19974,147.342562
loc5041aa76a241,Dutton Way,Gazetted Locality,VIC,-38.30124,141.618519
locfc2ed63521e4,Duverney,Gazetted Locality,VIC,-38.037906,143.558945
loc349bb9642578,Eagle Point,Gazetted Locality,VIC,-37.895433,147.687355
locb29f2cfd6756,Eaglehawk,Gazetted Locality,VIC,-36.707747,144.263226
locfa38d72fd4ca,Eaglehawk North,Gazetted Locality,VIC,-36.690695,144.253484
loc2ef00ac196a6,Eaglemont,Gazetted Locality,VIC,-37.763115,145.066041
locf8493a09e58c,Earlston,Gazetted Locality,VIC,-36.531095,145.681491
loce85021b8a41e,East Bairnsdale,Gazetted Locality,VIC,-37.856366,147.650367
loc86b22e8e6ecf,East Bendigo,Gazetted Locality,VIC,-36.738273,144.326993
loc210d5f2116dd,East Geelong,Gazetted Locality,VIC,-38.153732,144.381382
loc7024d58288dd,East Melbourne,Gazetted Locality,VIC,-37.815573,144.982563
loc08a84015fde0,East Sale,Gazetted Locality,VIC,-38.104133,147.142081
loc2174b697a652,East Wangaratta,Gazetted Locality,VIC,-36.362941,146.378524
loca723a335fb3f,East Warburton,Gazetted Locality,VIC,-37.693433,145.763532
loc866808bffd28,Eastern View,Gazetted Locality,VIC,-38.45163,144.042329
loc993600cd47bf,Eastville,Gazetted Locality,VIC,-36.880578,143.939031
loca213a5b9e372,Eastwood,Gazetted Locality,VIC,-37.813068,147.633728
loc0a7798a5de3e,Ebden,Gazetted Locality,VIC,-36.168646,147.040418
loc835e1e181656,Echuca,Gazetted Locality,VIC,-36.155673,144.748927
loc09f72fd2120e,Echuca Village,Gazetted Locality,VIC,-36.144532,144.81383
loca526c5542496,Echuca West,Gazetted Locality,VIC,-36.176048,144.66963
loc1fdee73e6c54,Ecklin South,Gazetted Locality,VIC,-38.385975,142.902193
loc42d32cdaf4c7,Eddington,Gazetted Locality,VIC,-36.913686,143.856627
loc69381be73d8b,Eden Park,Gazetted Locality,VIC,-37.487386,145.06683
loc528888eb2e92,Edenhope,Gazetted Locality,VIC,-37.064086,141.322955
locc39ad13dbec0,Edgecombe,Gazetted Locality,VIC,-37.183825,144.461587
loce0829f434397,Edi,Gazetted Locality,VIC,-36.650373,146.410253
locb23f0b23937a,Edi Upper,Gazetted Locality,VIC,-36.747301,146.523531
locc4bf59133c77,Edithvale,Gazetted Locality,VIC,-38.037789,145.115554
locf509b5c4c24d,Eganstown,Gazetted Locality,VIC,-37.360926,144.093784
locc0f525e33d2d,Eildon,Gazetted Locality,VIC,-37.370987,145.990919
loc47d085535853,Elaine,Gazetted Locality,VIC,-37.761566,144.00628
loc1dc8019bf806,Eldorado,Gazetted Locality,VIC,-36.311622,146.530633
locb935740daafb,Elevated Plains,Gazetted Locality,VIC,-37.294833,144.132042
loced1bc91d38e9,Elingamite,Gazetted Locality,VIC,-38.368898,143.005767
loc79e096ba2177,Elingamite North,Gazetted Locality,VIC,-38.350779,142.980006
loc22c70ba9bdf3,Elizabeth Island,Gazetted Locality,VIC,-38.415421,145.368283
loc15a05ecd429e,Ellaswood,Gazetted Locality,VIC,-37.781896,147.571851
loc43adc86056be,Ellerslie,Gazetted Locality,VIC,-38.128089,142.65465
loc7826c37484eb,Elliminyt,Gazetted Locality,VIC,-38.369508,143.577655
locd600a565ca43,Ellinbank,Gazetted Locality,VIC,-38.253225,145.931813
loc7bca0cc3fa35,Elmhurst,Gazetted Locality,VIC,-37.168677,143.251188
loca57dcd26b7fd,Elmore,Gazetted Locality,VIC,-36.467476,144.561541
locc674c76f5afb,Elphinstone,Gazetted Locality,VIC,-37.075559,144.359045
loccbfe7d3f7b9f,Elsternwick,Gazetted Locality,VIC,-37.887388,145.00737
locc7ee8539a72b,Eltham,Gazetted Locality,VIC,-37.714635,145.15461
loc21871af600bf,Eltham North,Gazetted Locality,VIC,-37.697794,145.142675
locf10c34e07e7d,Elwood,Gazetted Locality,VIC,-37.880999,144.985584
loc1787c3eae691,Emerald,Gazetted Locality,VIC,-37.932469,145.44985
loc08293671a98b,Emu,Gazetted Locality,VIC,-36.731647,143.450318
locb34e9b4fa925,Emu Creek,Gazetted Locality,VIC,-36.851754,144.352929
locb10305db77b5,Endeavour Hills,Gazetted Locality,VIC,-37.969624,145.258509
loce4bf9e3f4c7f,Enfield,Gazetted Locality,VIC,-37.75317,143.774348
loc7968ccfbb46e,Englefield,Gazetted Locality,VIC,-37.330356,141.8097
locbc4eb04f6872,Enochs Point,Gazetted Locality,VIC,-37.419266,146.128405
locdb43826e9737,Ensay,Gazetted Locality,VIC,-37.38654,147.812037
loce2e7ac5be797,Ensay North,Gazetted Locality,VIC,-37.296888,147.861381
loc489b61204e02,Eppalock,Gazetted Locality,VIC,-36.854215,144.46875
loca1a84d46e52a,Epping,Gazetted Locality,VIC,-37.63835,145.016084
loc66b84c1dbc12,Epsom,Gazetted Locality,VIC,-36.700003,144.308983
loc2bf896f88bd4,Ercildoune,Gazetted Locality,VIC,-37.418035,143.607337
locb2aebea008a6,Erica,Gazetted Locality,VIC,-37.976292,146.380169
loc01b50f3cbbef,Errinundra,Gazetted Locality,VIC,-37.483643,148.716357
loc5b8c67e3b281,Eskdale,Gazetted Locality,VIC,-36.528886,147.231528
loc14d6e5129cfb,Esmond,Gazetted Locality,VIC,-36.062229,146.181978
loc8297291648ae,Essendon,Gazetted Locality,VIC,-37.74921,144.908917
loc70900f66d041,Essendon Fields,Gazetted Locality,VIC,-37.724319,144.900416
loc4ce523fe6a7e,Essendon North,Gazetted Locality,VIC,-37.738965,144.901687
loc25d04a001eb2,Essendon West,Gazetted Locality,VIC,-37.754911,144.883102
loc923aef8e6b56,Eumemmerring,Gazetted Locality,VIC,-37.997702,145.248507
loc70176f2123b3,Eurack,Gazetted Locality,VIC,-38.151588,143.730042
loc05a92fdc6b99,Eureka,Gazetted Locality,VIC,-37.564517,143.882336
loca674ab421c49,Euroa,Gazetted Locality,VIC,-36.773339,145.582914
locf4716cf277bf,Eurobin,Gazetted Locality,VIC,-36.639015,146.840777
loce579f2f567b5,Evansford,Gazetted Locality,VIC,-37.262115,143.652034
loc12574db317df,Eversley,Gazetted Locality,VIC,-37.19469,143.172917
loc0de2086617a5,Everton,Gazetted Locality,VIC,-36.442908,146.561867
loc77f5ea3845ee,Everton Upper,Gazetted Locality,VIC,-36.377445,146.562412
loc5313769385e6,Exford,Gazetted Locality,VIC,-37.728413,144.542812
loc4ad964a82468,Eynesbury,Gazetted Locality,VIC,-37.791123,144.533206
loc75d417db8512,Fairbank,Gazetted Locality,VIC,-38.405201,145.921422
loc1032c5d1ed5f,Fairfield,Gazetted Locality,VIC,-37.784399,145.012295
loc2645889317a7,Fairhaven,Gazetted Locality,VIC,-38.456072,144.085444
loc9ea755dc73b5,Fairley,Gazetted Locality,VIC,-35.685229,143.812593
loc0e4b09d9e295,Fairy Dell,Gazetted Locality,VIC,-37.695358,147.740474
loc9331f647b580,Fairy Dell,Gazetted Locality,VIC,-36.328409,144.741112
locd6190ebbe554,Falls Creek,Gazetted Locality,VIC,-36.87867,147.244184
loc90624e351f7d,Faraday,Gazetted Locality,VIC,-37.052175,144.307523
loc2bbe37c90d15,Fawcett,Gazetted Locality,VIC,-37.103115,145.718211
loc7213d03738b9,Fawkner,Gazetted Locality,VIC,-37.704771,144.96954
locc71789161edf,Fentons Creek,Gazetted Locality,VIC,-36.557468,143.528808
loc7a9f0f1030d4,Ferguson,Gazetted Locality,VIC,-38.623622,143.521837
loc7857297a552f,Fern Hill,Gazetted Locality,VIC,-37.371435,144.412928
loc523cd9b4949a,Fernbank,Gazetted Locality,VIC,-37.863913,147.309871
loc3ab033da7419,Ferndale,Gazetted Locality,VIC,-38.308554,145.929908
loceaf26e31eb93,Fernihurst,Gazetted Locality,VIC,-36.228686,143.866072
loc5548f3005a10,Fernshaw,Gazetted Locality,VIC,-37.609243,145.618096
loccd13bd88b567,Ferntree Gully,Gazetted Locality,VIC,-37.886228,145.280325
loc8ab0f8663728,Ferny Creek,Gazetted Locality,VIC,-37.875657,145.332378
loccd611f2e999c,Fieldstone,Gazetted Locality,VIC,-37.752232,144.648241
loca5643321b976,Fiery Flat,Gazetted Locality,VIC,-36.411227,143.812157
loce78d8f5bb797,Fingal,Gazetted Locality,VIC,-38.418769,144.859931
loc3db4c51b2e5a,Fish Creek,Gazetted Locality,VIC,-38.725602,146.071329
loc54bcf2e6b3bc,Fish Point,Gazetted Locality,VIC,-35.443088,143.724995
locdb538b68bf4e,Fiskville,Gazetted Locality,VIC,-37.682291,144.238234
loc875118ed8437,Fitzroy,Gazetted Locality,VIC,-37.800074,144.979304
loc7c32e0d95873,Fitzroy North,Gazetted Locality,VIC,-37.783428,144.985784
loc7770ac66ac6c,Flaggy Creek,Gazetted Locality,VIC,-37.752024,147.481995
loc4a3519ed02ed,Flagstaff,Gazetted Locality,VIC,-37.048957,143.775018
loc287bb12221fc,Flamingo Beach,Gazetted Locality,VIC,-38.26981,147.314548
loc92bf5bc798e7,Flemington,Gazetted Locality,VIC,-37.787258,144.923247
loc5c94ac6107ca,Flinders,Gazetted Locality,VIC,-38.456485,144.985903
loc8a4f8d6b9718,Flora Hill,Gazetted Locality,VIC,-36.782505,144.29476
locf82637591180,Flowerdale,Gazetted Locality,VIC,-37.329771,145.303469
loccddbad92d002,Flynn,Gazetted Locality,VIC,-38.197053,146.679221
locb99b38cf69af,Flynns Creek,Gazetted Locality,VIC,-38.254794,146.640634
loc67a11408d754,Footscray,Gazetted Locality,VIC,-37.800824,144.894798
loc3f59ecd72d34,Forbes,Gazetted Locality,VIC,-37.314189,144.887842
loc125ac9d5de09,Forest Hill,Gazetted Locality,VIC,-37.841767,145.171053
loc8d13e5004506,Forge Creek,Gazetted Locality,VIC,-37.930448,147.612557
loce892060c92d6,Forrest,Gazetted Locality,VIC,-38.512054,143.704511
loc434f9715196d,Foster,Gazetted Locality,VIC,-38.676251,146.207846
loc4aa1200caf81,Foster North,Gazetted Locality,VIC,-38.611842,146.174121
loc6fdceefe37a2,Fosterville,Gazetted Locality,VIC,-36.695945,144.471236
loc55bc2c2d2a24,Foxhow,Gazetted Locality,VIC,-38.054436,143.4791
loc3511426b388b,Framlingham,Gazetted Locality,VIC,-38.268533,142.695577
loc9121430b290a,Framlingham East,Gazetted Locality,VIC,-38.199038,142.708533
loca43af4e10c53,Franklinford,Gazetted Locality,VIC,-37.239928,144.091295
loc6413994c2b24,Frankston,Gazetted Locality,VIC,-38.150863,145.14225
locf57f2052e543,Frankston North,Gazetted Locality,VIC,-38.126598,145.167639
loc312e1aba6ed5,Frankston South,Gazetted Locality,VIC,-38.176027,145.132968
loc8733d13ded2e,Fraser Rise,Gazetted Locality,VIC,-37.704498,144.711898
loc3e25831f96a8,Freeburgh,Gazetted Locality,VIC,-36.774011,147.06145
loc81e9f0980eb2,French Island,Gazetted Locality,VIC,-38.350486,145.388674
loc56196daa723f,Frenchmans,Gazetted Locality,VIC,-36.997168,143.197955
locea47e3f6990f,Freshwater Creek,Gazetted Locality,VIC,-38.270227,144.255123
locd6fcfb70c8a1,Fryerstown,Gazetted Locality,VIC,-37.139716,144.261328
loce35b0278cf3c,Fulham,Gazetted Locality,VIC,-38.082455,146.963473
loce864c0cb6e1c,Fumina,Gazetted Locality,VIC,-37.910597,146.101533
loc009d0d76ec9c,Fumina South,Gazetted Locality,VIC,-37.954767,146.113897
loc911e5c3c0eb8,Fyans Creek,Gazetted Locality,VIC,-37.092225,142.573851
loc305838be86ce,Fyansford,Gazetted Locality,VIC,-38.132681,144.290726
locc5b7a8a809bf,Gaffneys Creek,Gazetted Locality,VIC,-37.481464,146.274451
loce75b9c8e5495,Gainsborough,Gazetted Locality,VIC,-38.225949,145.975747
loc3ef5d2139c3d,Gannawarra,Gazetted Locality,VIC,-35.716895,144.146043
locbe8f372418bc,Gapsted,Gazetted Locality,VIC,-36.503048,146.696262
loc4195fdfecc8e,Gardenvale,Gazetted Locality,VIC,-37.897878,145.009271
locd61c67bb39a6,Garfield,Gazetted Locality,VIC,-38.101166,145.670159
loc3ac7d760a5ce,Garfield North,Gazetted Locality,VIC,-38.04206,145.68592
locd6e269b7e86d,Garibaldi,Gazetted Locality,VIC,-37.731313,143.853244
locaf1c31d527fb,Garvoc,Gazetted Locality,VIC,-38.283435,142.809432
locac29edf21afb,Gateway Island,Gazetted Locality,VIC,-36.096155,146.893971
loc765ecceb773f,Gatum,Gazetted Locality,VIC,-37.389354,141.95792
loc6420f19f334d,Gazette,Gazetted Locality,VIC,-37.91794,142.158193
loc8494a97d1462,Geelong,Gazetted Locality,VIC,-38.148764,144.363329
loc910a14938d48,Geelong West,Gazetted Locality,VIC,-38.139012,144.345358
loc12ffc5a7e771,Gelantipy,Gazetted Locality,VIC,-37.192097,148.22598
loc2820989ce5f9,Gellibrand,Gazetted Locality,VIC,-38.528254,143.555347
locdaa896573724,Gellibrand Lower,Gazetted Locality,VIC,-38.715926,143.223906
loce1e465ede69e,Gelliondale,Gazetted Locality,VIC,-38.6233,146.603737
loc6c458206eabe,Gembrook,Gazetted Locality,VIC,-37.940486,145.63078
locd4b4e989c0bf,Genoa,Gazetted Locality,VIC,-37.488717,149.564171
locfb26a299300c,Gentle Annie,Gazetted Locality,VIC,-37.947462,145.838529
loc665db6f67be8,Georges Creek,Gazetted Locality,VIC,-36.152815,147.265537
loc8b8341479b11,Gerahmin,Gazetted Locality,VIC,-35.180731,142.795568
loc34b09096a4fd,Gerang Gerung,Gazetted Locality,VIC,-36.37417,141.882998
loc423798b8d734,Gerangamete,Gazetted Locality,VIC,-38.454008,143.691765
loc58e63ec1c229,Germania,Gazetted Locality,VIC,-36.973694,142.758534
locfd9fc9892f2c,Germantown,Gazetted Locality,VIC,-36.735185,147.070392
locf50b4feac500,Gerrigerrup,Gazetted Locality,VIC,-37.985096,142.184941
loc8fa101888b1c,Gherang,Gazetted Locality,VIC,-38.309767,144.106744
locb2dd8a5e9e0b,Gheringhap,Gazetted Locality,VIC,-38.073347,144.225174
loce544afa8b677,Ghin Ghin,Gazetted Locality,VIC,-37.150501,145.352378
loc29cfdc11bae8,Giffard,Gazetted Locality,VIC,-38.390786,147.112379
locd14d8c772abe,Giffard West,Gazetted Locality,VIC,-38.382771,147.009561
loc601852f613c7,Gil Gil,Gazetted Locality,VIC,-36.325088,143.034742
locca2236e378fb,Gilderoy,Gazetted Locality,VIC,-37.864505,145.713003
loc009bcef3e14d,Gillieston,Gazetted Locality,VIC,-36.339296,145.209225
loc91aa8d533988,Gillum,Gazetted Locality,VIC,-37.764976,146.730587
locf160f966c707,Gipsy Point,Gazetted Locality,VIC,-37.488867,149.688936
locf904e0923e0a,Girgarre,Gazetted Locality,VIC,-36.392815,144.970633
