suburb_name,state,lat,lon,postcode
BUNDALONG,VIC,-36.052417,146.12847,
BUNDALONG SOUTH,VIC,-36.102486,146.170856,
BUNDARA,VIC,-36.992327,147.333657,
BUNDING,VIC,-37.53807,144.171367,
BUNDOORA,VIC,-37.70281,145.056082,
BUNG BONG,VIC,-37.093077,143.585024,
BUNGADOR,VIC,-38.428652,143.328788,
BUNGAL,VIC,-37.703532,144.147653,
BUNGALALLY,VIC,-36.797313,142.258009,
BUNGAREE,VIC,-37.561436,144.004153,
BUNGEET,VIC,-36.277037,146.049488,
BUNGEET WEST,VIC,-36.351266,145.990266,
BUNGIL,VIC,-36.083539,147.408029,
BUNGULUKE,VIC,-36.055922,143.369416,
BUNINYONG,VIC,-37.647931,143.893266,
BUNKERS HILL,VIC,-37.574793,143.75231,
BUNYIP,VIC,-38.102012,145.720596,
BUNYIP NORTH,VIC,-38.062404,145.724281,
BURAGWONDUC,VIC,-37.485718,146.781994,
BURKES BRIDGE,VIC,-35.8364,144.342582,
BURKES FLAT,VIC,-36.639542,143.565521,
BURNBANK,VIC,-37.229417,143.588416,
BURNEWANG,VIC,-36.471457,144.674782,
BURNLEY,VIC,-37.829864,145.016557,
BURNSIDE,VIC,-37.750202,144.749664,
BURNSIDE HEIGHTS,VIC,-37.732963,144.756093,
BURRAMBOOT,VIC,-36.529823,144.820329,
BURRAMINE,VIC,-36.007899,145.87253,
BURRAMINE SOUTH,VIC,-36.069971,145.863684,
BURROWYE,VIC,-36.024585,147.540858,
BURRUMBEET,VIC,-37.496272,143.627779,
BURWOOD,VIC,-37.848919,145.114401,
BURWOOD EAST,VIC,-37.853913,145.147529,
BUSHFIELD,VIC,-38.325845,142.516102,
BUSHY PARK,VIC,-37.858661,147.010709,
BUTCHERS RIDGE,VIC,-37.261008,148.253595,
BUXTON,VIC,-37.435383,145.717006,
BYADUK,VIC,-37.945108,141.982853,
BYADUK NORTH,VIC,-37.861491,141.980843,
BYAWATHA,VIC,-36.288926,146.470829,
BYLANDS,VIC,-37.350313,144.93079,
BYRNESIDE,VIC,-36.410268,145.159244,
CABARITA,VIC,-34.205796,142.083171,3505.0
CABBAGE TREE,VIC,-37.460378,143.908217,3364.0
CABBAGE TREE CREEK,VIC,-37.656759,148.71539,3889.0
CABBAGE TREE CREEK,VIC,-37.656759,148.71539,3889.0
CADELLO,VIC,-37.304786,144.529133,3442.0
CADELLO,VIC,-37.304786,144.529133,3442.0
CAIRNLEA,VIC,-37.758878,144.786544,3023.0
CALDER PARK,VIC,-37.675147,144.76139,3037.0
CALDER PARK,VIC,-37.675147,144.76139,3037.0
CALDERMEADE,VIC,-38.247977,145.522152,3984.0
CALDERMEADE,VIC,-38.247977,145.522152,3984.0
CALIFORNIA GULLY,VIC,-36.728364,144.258685,3556.0
CALIVIL,VIC,-36.247175,144.078349,3573.0
CALLAWADDA,VIC,-36.822238,142.805436,3387.0
CALLIGNEE,VIC,-38.318992,146.579758,3844.0
CALLIGNEE NORTH,VIC,-38.321418,146.62133,3844.0
CALLIGNEE NORTH,VIC,-38.321418,146.62133,3844.0
CALLIGNEE SOUTH,VIC,-38.379828,146.607412,3844.0
CALLIGNEE SOUTH,VIC,-38.379828,146.607412,3844.0
CALROSSIE,VIC,-38.50014,146.671095,3971.0
CALULU,VIC,-37.788537,147.508357,3875.0
CAMBARVILLE,VIC,-37.618953,146.029296,3779.0
CAMBERWELL,VIC,-37.835626,145.074014,3124.0
CAMBRIAN HILL,VIC,-37.636951,143.817209,3352.0
CAMPBELLFIELD,VIC,-37.66624,144.9614,3061.0
CAMPBELLFIELD,VIC,-37.66624,144.9614,3061.0
CAMPBELLS BRIDGE,VIC,-36.927883,142.791311,3387.0
CAMPBELLS BRIDGE,VIC,-36.927883,142.791311,3387.0
CAMPBELLS CREEK,VIC,-37.106404,144.213399,3451.0
CAMPBELLS CREEK,VIC,-37.106404,144.213399,3451.0
CAMPBELLS FOREST,VIC,-36.618297,144.101471,3556.0
CAMPBELLS FOREST,VIC,-36.618297,144.101471,3556.0
CAMPBELLS FOREST,VIC,-36.618297,144.101471,3556.0
CAMPBELLTOWN,VIC,-37.206024,143.96004,3364.0
CAMPBELLTOWN,VIC,-37.206024,143.96004,3364.0
CAMPERDOWN,VIC,-38.228859,143.136526,3260.0
CANADIAN,VIC,-37.584112,143.882521,3350.0
CANARY ISLAND,VIC,-36.003932,143.875365,3537.0
CANARY ISLAND,VIC,-36.003932,143.875365,3537.0
CANIAMBO,VIC,-36.471819,145.599703,3630.0
CANIAMBO,VIC,-36.471819,145.599703,3630.0
CANN RIVER,VIC,-37.586854,149.16238,3890.0
CANNIE,VIC,-35.75427,143.525501,3540.0
CANNONS CREEK,VIC,-38.207673,145.307393,3977.0
CANNUM,VIC,-36.248405,142.305405,3393.0
CANTERBURY,VIC,-37.824226,145.077431,3126.0
CAPE BRIDGEWATER,VIC,-38.329765,141.434168,3305.0
CAPE CLEAR,VIC,-37.778188,143.609522,3351.0
CAPE CONRAN,VIC,-37.789595,148.717185,3888.0
CAPE OTWAY,VIC,-38.779251,143.575462,3233.0
CAPE PATERSON,VIC,-38.656963,145.618038,3995.0
CAPE PATERSON,VIC,-38.656963,145.618038,3995.0
CAPE SCHANCK,VIC,-38.467191,144.904795,3939.0
CAPE WOOLAMAI,VIC,-38.543401,145.343224,3925.0
CAPEL SOUND,VIC,-38.370397,144.87528,3940.0
CAPEL SOUND,VIC,-38.370397,144.87528,3940.0
CAPELS CROSSING,VIC,-35.613786,143.922572,3579.0
CAPELS CROSSING,VIC,-35.613786,143.922572,3579.0
CARAG CARAG,VIC,-36.465759,144.89094,3623.0
CARALULUP,VIC,-37.198336,143.64404,3371.0
CARAMUT,VIC,-37.952807,142.534682,3274.0
CARAPOOEE,VIC,-36.718837,143.337361,3477.0
CARAPOOEE WEST,VIC,-36.709258,143.238715,3477.0
CARAPOOEE WEST,VIC,-36.709258,143.238715,3477.0
CARAPOOK,VIC,-37.515286,141.56941,3312.0
CARBOOR,VIC,-36.646762,146.547765,3678.0
CARDIGAN,VIC,-37.535627,143.745175,3352.0
CARDIGAN VILLAGE,VIC,-37.516919,143.709924,3352.0
CARDIGAN VILLAGE,VIC,-37.516919,143.709924,3352.0
CARDINIA,VIC,-38.14539,145.42368,3978.0
CARDROSS,VIC,-34.305477,142.125473,3496.0
CARGERIE,VIC,-37.803945,143.949867,3334.0
CARINA,VIC,-35.221311,141.102366,3512.0
CARINGAL,VIC,-37.946391,146.341367,3825.0
CARISBROOK,VIC,-37.030702,143.837356,3464.0
CARLISLE RIVER,VIC,-38.567951,143.435143,3239.0
CARLISLE RIVER,VIC,-38.567951,143.435143,3239.0
CARLSRUHE,VIC,-37.290592,144.492159,3442.0
CARLTON,VIC,-37.799978,144.9693,3053.0
CARLTON NORTH,VIC,-37.787273,144.96795,3054.0
CARLTON NORTH,VIC,-37.787273,144.96795,3054.0
CARLYLE,VIC,-35.997685,146.485661,3685.0
CARNEGIE,VIC,-37.893715,145.055589,3163.0
CARNGHAM,VIC,-37.560964,143.59183,3351.0
CAROLINE SPRINGS,VIC,-37.73129,144.738385,3023.0
CAROLINE SPRINGS,VIC,-37.73129,144.738385,3023.0
CAROLINE SPRINGS,VIC,-37.73129,144.738385,3023.0
CARPENDEIT,VIC,-38.391301,143.241007,3260.0
CARRAJUNG,VIC,-38.379828,146.680352,3844.0
CARRAJUNG LOWER,VIC,-38.389876,146.762293,3844.0
CARRAJUNG LOWER,VIC,-38.389876,146.762293,3844.0
CARRAJUNG SOUTH,VIC,-38.384012,146.800915,3844.0
CARRAJUNG SOUTH,VIC,-38.384012,146.800915,3844.0
CARRANBALLAC,VIC,-37.696968,143.170883,3361.0
CARRON,VIC,-36.280339,142.759209,3480.0
CARRUM,VIC,-38.077111,145.127733,3197.0
CARRUM DOWNS,VIC,-38.097251,145.176129,3201.0
CARRUM DOWNS,VIC,-38.097251,145.176129,3201.0
CARWARP,VIC,-34.52673,142.176264,3494.0
CASHMORE,VIC,-38.307685,141.50238,3305.0
CASSILIS,VIC,-37.204139,147.605141,3898.0
CASTELLA,VIC,-37.516202,145.422981,3777.0
CASTERTON,VIC,-37.600283,141.292075,3311.0
CASTLE CREEK,VIC,-36.183001,146.823857,3691.0
CASTLE DONNINGTON,VIC,-35.421389,143.571696,3585.0
CASTLE DONNINGTON,VIC,-35.421389,143.571696,3585.0
CASTLEMAINE,VIC,-37.059246,144.216459,3450.0
CATANI,VIC,-38.192517,145.648793,3981.0
CATHCART,VIC,-37.313113,142.882044,3377.0
CATHKIN,VIC,-37.162948,145.612539,3714.0
CATUMNAL,VIC,-36.079837,143.618155,3537.0
CAULFIELD,VIC,-37.884802,145.026158,3162.0
CAULFIELD EAST,VIC,-37.881095,145.042128,3145.0
CAULFIELD EAST,VIC,-37.881095,145.042128,3145.0
CAULFIELD NORTH,VIC,-37.870735,145.0218,3161.0
CAULFIELD NORTH,VIC,-37.870735,145.0218,3161.0
CAULFIELD SOUTH,VIC,-37.895121,145.024875,3162.0
CAULFIELD SOUTH,VIC,-37.895121,145.024875,3162.0
CAVEAT,VIC,-37.058285,145.49642,3660.0
CAVENDISH,VIC,-37.485211,142.07149,3314.0
CERES,VIC,-38.163049,144.272931,3221.0
CHADSTONE,VIC,-37.882698,145.0996,3148.0
CHANDLERS CREEK,VIC,-37.308117,149.321657,3890.0
CHANDLERS CREEK,VIC,-37.308117,149.321657,3890.0
CHAPEL FLAT,VIC,-37.478969,143.896469,3352.0
CHAPPLE VALE,VIC,-38.626365,143.293544,3239.0
CHARAM,VIC,-36.951444,141.512592,3318.0
CHARLEMONT,VIC,-38.204705,144.376052,3217.0
CHARLEROI,VIC,-36.309891,147.156245,3695.0
CHARLTON,VIC,-36.281309,143.34351,3525.0
CHATSWORTH,VIC,-37.840264,142.659667,3379.0
CHELSEA,VIC,-38.049611,145.121641,3196.0
CHELSEA HEIGHTS,VIC,-38.040037,145.133317,3196.0
CHELSEA HEIGHTS,VIC,-38.040037,145.133317,3196.0
CHELTENHAM,VIC,-37.961898,145.057111,3192.0
CHEPSTOWE,VIC,-37.596712,143.485388,3351.0
CHEROKEE,VIC,-37.397452,144.644969,3434.0
CHERRYPOOL,VIC,-37.130605,142.17701,3401.0
CHESHUNT,VIC,-36.829582,146.442908,3678.0
CHESHUNT SOUTH,VIC,-36.93468,146.477136,3678.0
CHESHUNT SOUTH,VIC,-36.93468,146.477136,3678.0
CHESNEY VALE,VIC,-36.414104,146.06166,3725.0
CHETWYND,VIC,-37.302197,141.352643,3312.0
CHEWTON,VIC,-37.091342,144.269677,3451.0
CHEWTON BUSHLANDS,VIC,-37.078472,144.293265,3451.0
CHEWTON BUSHLANDS,VIC,-37.078472,144.293265,3451.0
CHILDERS,VIC,-38.298931,146.095801,3824.0
CHILLINGOLLAH,VIC,-35.277702,143.045088,3585.0
CHILTERN,VIC,-36.185991,146.621504,3683.0
CHILTERN VALLEY,VIC,-36.143207,146.55048,3683.0
CHILTERN VALLEY,VIC,-36.143207,146.55048,3683.0
CHINANGIN,VIC,-35.532741,143.181368,3544.0
CHINKAPOOK,VIC,-35.18081,142.944519,3546.0
CHINTIN,VIC,-37.396311,144.829723,3756.0
CHIRNSIDE PARK,VIC,-37.741625,145.313644,3116.0
CHIRNSIDE PARK,VIC,-37.741625,145.313644,3116.0
CHIRRIP,VIC,-36.160085,143.125997,3525.0
CHOCOLYN,VIC,-38.197492,143.202891,3260.0
CHRISTMAS HILLS,VIC,-37.65815,145.307166,3775.0
CHUM CREEK,VIC,-37.606655,145.491833,3777.0
CHURCHILL,VIC,-38.315411,146.41989,3842.0
CHURCHILL ISLAND,VIC,-38.501012,145.338651,3925.0
CHURCHILL ISLAND,VIC,-38.501012,145.338651,3925.0
CHURCHILL ISLAND,VIC,-38.501012,145.338651,3925.0
CHUTE,VIC,-37.309412,143.414801,3373.0
CLARENDON,VIC,-37.700032,143.971876,3352.0
CLARENDON,VIC,-37.700032,143.971876,3352.0
CLARETOWN,VIC,-37.516341,144.032708,3352.0
CLARETOWN,VIC,-37.516341,144.032708,3352.0
CLARINDA,VIC,-37.942654,145.105821,3169.0
CLARKEFIELD,VIC,-37.481687,144.80869,3430.0
CLARKES HILL,VIC,-37.498955,143.978808,3352.0
CLAYTON,VIC,-37.915039,145.131755,3168.0
CLAYTON SOUTH,VIC,-37.944946,145.127785,3169.0
CLAYTON SOUTH,VIC,-37.944946,145.127785,3169.0
CLEAR LAKE,VIC,-36.945211,141.896972,3409.0
CLEMATIS,VIC,-37.930811,145.421162,3782.0
CLIFTON CREEK,VIC,-37.710416,147.664109,3875.0
CLIFTON CREEK,VIC,-37.710416,147.664109,3875.0
CLIFTON HILL,VIC,-37.78929,144.998775,3068.0
CLIFTON HILL,VIC,-37.78929,144.998775,3068.0
CLIFTON SPRINGS,VIC,-38.151962,144.574511,3222.0
CLIFTON SPRINGS,VIC,-38.151962,144.574511,3222.0
CLIFTON SPRINGS,VIC,-38.151962,144.574511,3222.0
CLONBINANE,VIC,-37.36773,145.15905,3658.0
CLOVER FLAT,VIC,-37.608445,141.560156,3315.0
CLOVERLEA,VIC,-38.23644,145.997602,3822.0
CLUB TERRACE,VIC,-37.526282,148.938978,3889.0
CLUNES,VIC,-37.287599,143.780262,3370.0
CLYDE,VIC,-38.155445,145.356904,3978.0
CLYDE NORTH,VIC,-38.100121,145.360463,3978.0
CLYDE NORTH,VIC,-38.100121,145.360463,3978.0
CLYDEBANK,VIC,-38.047264,147.186688,3851.0
CLYDEBANK,VIC,-38.047264,147.186688,3851.0
CLYDESDALE,VIC,-37.174499,144.097869,3461.0
CLYDESDALE,VIC,-37.174499,144.097869,3461.0
COALVILLE,VIC,-38.242775,146.264006,3825.0
COBAINS,VIC,-38.076797,147.152111,3851.0
COBAW,VIC,-37.263578,144.63678,3442.0
COBBANNAH,VIC,-37.662186,147.260786,3862.0
COBBERAS,VIC,-36.85796,148.111804,3900.0
COBBLEBANK,VIC,-37.708381,144.600382,3338.0
COBDEN,VIC,-38.332485,143.083046,3266.0
COBRAM,VIC,-35.923323,145.63144,3643.0
COBRAM,VIC,-35.923323,145.63144,3644.0
COBRAM EAST,VIC,-35.965643,145.7299,3644.0
COBRAM EAST,VIC,-35.965643,145.7299,3644.0
COBRICO,VIC,-38.293092,143.016079,3266.0
COBUNGRA,VIC,-37.079517,147.371783,3898.0
COBURG,VIC,-37.744924,144.963951,3058.0
COBURG NORTH,VIC,-37.727076,144.967891,3058.0
COBURG NORTH,VIC,-37.727076,144.967891,3058.0
COCAMBA,VIC,-35.106562,142.900153,
COCHRANES CREEK,VIC,-36.695375,143.575784,
COCKATOO,VIC,-37.926401,145.503562,
COCOROC,VIC,-37.963542,144.617198,
CODRINGTON,VIC,-38.257314,141.969237,
COGHILLS CREEK,VIC,-37.384277,143.752408,
COHUNA,VIC,-35.775369,144.264301,
COIMADAI,VIC,-37.590388,144.491002,
COKUM,VIC,-35.749005,143.254897,
COLAC,VIC,-38.309878,143.587417,
COLAC COLAC,VIC,-36.221901,147.85621,
COLAC EAST,VIC,-38.333477,143.61641,
COLAC WEST,VIC,-38.332584,143.544944,
COLBINABBIN,VIC,-36.604411,144.80414,
COLBROOK,VIC,-37.533197,144.222388,
COLDSTREAM,VIC,-37.704319,145.342326,
COLERAINE,VIC,-37.591202,141.673587,
COLIGNAN,VIC,-34.540758,142.321348,
COLLINGWOOD,VIC,-37.801164,144.988333,
COMBIENBAR,VIC,-37.38627,149.021195,
CONCONGELLA,VIC,-37.048631,142.868464,
CONDAH,VIC,-37.9409,141.699743,
CONDAH SWAMP,VIC,-37.975198,141.836619,
CONGUPNA,VIC,-36.285627,145.475133,
CONNEWARRE,VIC,-38.250769,144.435288,
CONNEWIRRICOO,VIC,-37.17779,141.475073,
COOJAR,VIC,-37.358812,141.660218,
COOLAROO,VIC,-37.653724,144.935544,
COOMA,VIC,-36.409392,145.072868,
COOMBOONA,VIC,-36.268818,145.299082,
COOMOORA,VIC,-37.328871,144.195262,
COONGULLA,VIC,-37.873196,146.777971,
COONOOER BRIDGE,VIC,-36.467396,143.308761,
COONOOER WEST,VIC,-36.425849,143.213861,
COOPERS CREEK,VIC,-37.987451,146.423668,
COORIEMUNGLE,VIC,-38.566624,143.149217,
COPE COPE,VIC,-36.46734,143.056827,
CORA LYNN,VIC,-38.142693,145.620315,
CORACK,VIC,-36.181254,143.021092,
CORACK EAST,VIC,-36.146825,143.048135,
CORAGULAC,VIC,-38.263647,143.540097,
CORAL BANK,VIC,-36.61906,147.108804,
CORINDHAP,VIC,-37.864873,143.756896,
CORINELLA,VIC,-38.425175,145.476757,
CORIO,VIC,-38.067529,144.372951,
CORNDALE,VIC,-37.528262,141.275894,
CORNELLA,VIC,-36.686829,144.77751,
CORNISHTOWN,VIC,-36.105034,146.571364,
CORONET BAY,VIC,-38.434802,145.445039,
COROP,VIC,-36.459309,144.77409,
COROROOKE,VIC,-38.296799,143.528692,
CORRINGLE,VIC,-37.784751,148.443402,
CORRYONG,VIC,-36.185816,147.896633,
CORUNNUN,VIC,-38.281971,143.487515,
COSGROVE,VIC,-36.346057,145.62046,
COSGROVE SOUTH,VIC,-36.412792,145.631825,
COSTERFIELD,VIC,-36.870157,144.795605,
COTSWOLD,VIC,-37.139634,143.902753,
COTTLES BRIDGE,VIC,-37.606973,145.219854,
COWA,VIC,-37.385489,147.193342,
COWANGIE,VIC,-35.192689,141.364546,
COWES,VIC,-38.46831,145.238912,
COWLEYS CREEK,VIC,-38.502726,143.03768,
COWWARR,VIC,-38.028601,146.697015,
CRAIGIE,VIC,-37.109526,143.76666,
CRAIGIEBURN,VIC,-37.581379,144.92586,
CRANBOURNE,VIC,-38.114206,145.27061,
CRANBOURNE EAST,VIC,-38.112668,145.304471,
CRANBOURNE NORTH,VIC,-38.077538,145.298738,
CRANBOURNE SOUTH,VIC,-38.149383,145.242088,
CRANBOURNE WEST,VIC,-38.103419,145.250421,
CREEK JUNCTION,VIC,-36.847492,145.888304,
CREEK VIEW,VIC,-36.606127,144.650331,
CREIGHTONS CREEK,VIC,-36.863022,145.513484,
CREMORNE,VIC,-37.82944,144.992609,
CRESSY,VIC,-38.03713,143.659277,
CRESWICK,VIC,-37.420667,143.891438,
CRESWICK NORTH,VIC,-37.366726,143.874835,
CRIB POINT,VIC,-38.356417,145.202748,
CROOKAYAN,VIC,-37.489864,146.627172,
CROOKED RIVER,VIC,-37.387985,146.999566,
CROSS ROADS,VIC,-37.501105,143.212651,
CROSSLEY,VIC,-38.317003,142.313452,
CROSSOVER,VIC,-38.057558,145.973622,
CROWLANDS,VIC,-37.128692,143.09746,
CROXTON EAST,VIC,-37.774824,142.226963,
CROYDON,VIC,-37.79132,145.282048,
CROYDON HILLS,VIC,-37.774359,145.268764,
CROYDON NORTH,VIC,-37.773253,145.284505,
CROYDON SOUTH,VIC,-37.815572,145.280337,
CRYMELON,VIC,-36.153143,142.239557,
CUDGEE,VIC,-38.34098,142.647008,
CUDGEWA,VIC,-36.155041,147.810255,
CULGOA,VIC,-35.707034,143.114647,
CULLA,VIC,-37.240386,141.621714,
CULLEN,VIC,-35.78368,144.154895,
CULLULLERAINE,VIC,-34.188077,141.651368,
CUNDARE,VIC,-38.14456,143.59307,
CUNDARE NORTH,VIC,-38.107308,143.560758,
CURDIES RIVER,VIC,-38.444669,142.946272,
CURDIEVALE,VIC,-38.520548,142.852757,
CURLEWIS,VIC,-38.178482,144.522361,
CURYO,VIC,-35.843708,142.710509,
DADSWELLS BRIDGE,VIC,-36.904179,142.495477,3385.0
DAISY HILL,VIC,-37.112423,143.719791,3465.0
DALES CREEK,VIC,-37.523527,144.301714,3341.0
DALES CREEK,VIC,-37.523527,144.301714,3341.0
DALLAS,VIC,-37.669881,144.936294,3047.0
DALMORE,VIC,-38.187888,145.417997,3981.0
DALTONS BRIDGE,VIC,-35.826675,144.285065,3568.0
DALTONS BRIDGE,VIC,-35.826675,144.285065,3568.0
DALYENONG,VIC,-36.806219,143.41464,3477.0
DALYENONG,VIC,-36.806219,143.41464,3477.0
DALYSTON,VIC,-38.568075,145.546773,3992.0
DALYSTON,VIC,-38.568075,145.546773,3992.0
DANDENONG,VIC,-37.985579,145.21261,3175.0
DANDENONG NORTH,VIC,-37.955013,145.215005,3175.0
DANDENONG NORTH,VIC,-37.955013,145.215005,3175.0
DANDENONG SOUTH,VIC,-38.029504,145.215806,3164.0
DANDENONG SOUTH,VIC,-38.029504,145.215806,3175.0
DANDENONG SOUTH,VIC,-38.029504,145.215806,3164.0
DANDENONG SOUTH,VIC,-38.029504,145.215806,3175.0
DANDONGADALE,VIC,-36.833069,146.724812,3737.0
DARGO,VIC,-37.321683,147.332566,3862.0
DARLEY,VIC,-37.636392,144.432136,3340.0
DARLIMURLA,VIC,-38.397167,146.226362,3871.0
DARLINGTON,VIC,-37.979534,143.05133,3271.0
DARLINGTON,VIC,-37.979534,143.05133,3271.0
DARNUM,VIC,-38.181239,146.01394,3822.0
DARRAWEIT GUIM,VIC,-37.416667,144.877094,3756.0
DARRAWEIT GUIM,VIC,-37.416667,144.877094,3756.0
DARRIMAN,VIC,-38.409553,146.898843,3851.0
DARTMOOR,VIC,-37.895114,141.268029,3304.0
DARTMOUTH,VIC,-36.61188,147.613776,3701.0
DAWSON,VIC,-37.974232,146.690009,3858.0
DAYLESFORD,VIC,-37.348365,144.159184,3460.0
DEAN,VIC,-37.456335,143.978144,3363.0
DEANS MARSH,VIC,-38.406883,143.898683,3235.0
DEANS MARSH,VIC,-38.406883,143.898683,3235.0
DEANSIDE,VIC,-37.732654,144.704238,3336.0
DEANSIDE,VIC,-37.732654,144.704238,3336.0
DEDDICK VALLEY,VIC,-37.048849,148.460294,3888.0
DEDERANG,VIC,-36.475521,147.002142,3691.0
DEEP LEAD,VIC,-37.002756,142.725917,3385.0
DEEP LEAD,VIC,-37.002756,142.725917,3385.0
DEEPDENE,VIC,-37.811016,145.066195,3103.0
DEEPDENE,VIC,-37.811016,145.066195,3103.0
DEER PARK,VIC,-37.767023,144.766594,3023.0
DEER PARK,VIC,-37.767023,144.766594,3023.0
DELACOMBE,VIC,-37.582643,143.817469,3356.0
DELAHEY,VIC,-37.718841,144.776932,3037.0
DELATITE,VIC,-37.125624,146.158363,3723.0
DELBURN,VIC,-38.334737,146.229038,3871.0
DELEGATE RIVER,VIC,-37.106345,148.79386,3888.0
DELEGATE RIVER,VIC,-37.106345,148.79386,3888.0
DENICULL CREEK,VIC,-37.342159,142.92855,3377.0
DENISON,VIC,-38.038098,146.874876,3858.0
DENNINGTON,VIC,-38.355138,142.433687,3280.0
DENVER,VIC,-37.287901,144.294297,3461.0
DEPTFORD,VIC,-37.571975,147.690623,3875.0
DERBY,VIC,-36.654707,144.014339,3516.0
DEREEL,VIC,-37.82601,143.76122,3352.0
DERGHOLM,VIC,-37.342395,141.187508,3312.0
DERRIMUT,VIC,-37.798351,144.770945,3026.0
DERRINAL,VIC,-36.895145,144.568236,3523.0
DERRINALLUM,VIC,-37.958913,143.175326,3325.0
DERRINALLUM,VIC,-37.958913,143.175326,3325.0
DEVENISH,VIC,-36.336735,145.897285,3726.0
DEVILS RIVER,VIC,-37.17214,145.816929,3714.0
DEVON MEADOWS,VIC,-38.170843,145.308572,3977.0
DEVON MEADOWS,VIC,-38.170843,145.308572,3977.0
DEVON MEADOWS,VIC,-38.170843,145.308572,3977.0
DEVON MEADOWS,VIC,-38.170843,145.308572,3977.0
DEVON NORTH,VIC,-38.535683,146.621451,3971.0
DEWHURST,VIC,-37.976385,145.473817,3808.0
DHURRINGILE,VIC,-36.535505,145.216394,3610.0
DIAMOND CREEK,VIC,-37.66081,145.15469,3089.0
DIGBY,VIC,-37.812671,141.539957,3309.0
DIGGERS REST,VIC,-37.613869,144.682087,3427.0
DIGGORA,VIC,-36.363471,144.530895,3561.0
DIMBOOLA,VIC,-36.393557,142.049014,3414.0
DINGEE,VIC,-36.372125,144.212503,3571.0
DINGLEY VILLAGE,VIC,-37.97502,145.12539,3172.0
DINGWALL,VIC,-35.808657,143.848174,3579.0
DINNER PLAIN,VIC,-37.033981,147.280268,3898.0
DIXIE,VIC,-38.305947,142.92693,3265.0
DIXONS CREEK,VIC,-37.584352,145.430778,3775.0
DOBIE,VIC,-37.331324,143.033276,3377.0
DOCKER,VIC,-36.506163,146.367195,3678.0
DOCKERS PLAINS,VIC,-36.287574,146.335204,3678.0
DOCKERS PLAINS,VIC,-36.287574,146.335204,3678.0
DOCKLANDS,VIC,-37.818629,144.943106,3008.0
DOCKLANDS,VIC,-37.818629,144.943106,8012.0
DOCTORS FLAT,VIC,-37.302491,147.743202,3895.0
DOLLAR,VIC,-38.558292,146.180246,3871.0
DON VALLEY,VIC,-37.733639,145.590648,3139.0
DON VALLEY,VIC,-37.733639,145.590648,3139.0
DONALD,VIC,-36.304843,142.953946,3480.0
DONALD,VIC,-36.304843,142.953946,3480.0
DONCASTER,VIC,-37.782995,145.122359,3108.0
DONCASTER,VIC,-37.782995,145.122359,3108.0
DONCASTER EAST,VIC,-37.775713,145.161615,3109.0
DONCASTER EAST,VIC,-37.775713,145.161615,3109.0
DONCASTER EAST,VIC,-37.775713,145.161615,3109.0
DONNYBROOK,VIC,-37.54003,144.988444,3064.0
DONNYBROOK,VIC,-37.54003,144.988444,3064.0
DONVALE,VIC,-37.786698,145.185021,3111.0
DONVALE,VIC,-37.786698,145.185021,3111.0
DOOBOOBETIC,VIC,-36.377373,143.197435,3478.0
DOOEN,VIC,-36.642036,142.23636,3401.0
DOOKIE,VIC,-36.333708,145.710392,3646.0
DOOKIE COLLEGE,VIC,-36.394333,145.703497,3647.0
DOOKIE COLLEGE,VIC,-36.394333,145.703497,3647.0
DOREEN,VIC,-37.598238,145.140398,3754.0
DORODONG,VIC,-37.319828,141.048056,3312.0
DOUBLE BRIDGES,VIC,-37.596031,147.89565,3893.0
DOUGLAS,VIC,-37.04106,141.711477,3409.0
DOVETON,VIC,-37.98383,145.239632,3177.0
DREEITE,VIC,-38.145014,143.510636,3249.0
DREEITE SOUTH,VIC,-38.196746,143.480199,3249.0
DREEITE SOUTH,VIC,-38.196746,143.480199,3249.0
DRIFFIELD,VIC,-38.270824,146.303637,3840.0
DRIK DRIK,VIC,-38.008558,141.285197,3304.0
DROMANA,VIC,-38.332014,145.012072,3936.0
DROPMORE,VIC,-37.040363,145.428975,3660.0
DROUIN,VIC,-38.143213,145.840868,3818.0
DROUIN EAST,VIC,-38.124265,145.890041,3818.0
DROUIN EAST,VIC,-38.124265,145.890041,3818.0
DROUIN SOUTH,VIC,-38.188928,145.828526,3818.0
DROUIN SOUTH,VIC,-38.188928,145.828526,3818.0
DROUIN WEST,VIC,-38.079475,145.86717,3818.0
DROUIN WEST,VIC,-38.079475,145.86717,3818.0
DRUMANURE,VIC,-36.16727,145.486191,3636.0
DRUMBORG,VIC,-38.104847,141.491647,3304.0
DRUMCONDRA,VIC,-38.13015,144.354048,3215.0
DRUMMARTIN,VIC,-36.428826,144.406615,3570.0
DRUMMOND,VIC,-37.242836,144.305013,3461.0
DRUMMOND NORTH,VIC,-37.190392,144.324135,3446.0
DRUMMOND NORTH,VIC,-37.190392,144.324135,3446.0
DRUNG,VIC,-36.762915,142.321695,3401.0
DRY DIGGINGS,VIC,-37.29793,144.158187,3461.0
DRYSDALE,VIC,-38.176485,144.598199,3222.0
DUCHEMBEGARRA,VIC,-36.615471,141.907424,3409.0
DUMBALK,VIC,-38.524541,146.119939,3956.0
DUMBALK NORTH,VIC,-38.511783,146.169167,3956.0
DUMBALK NORTH,VIC,-38.511783,146.169167,3956.0
DUMOSA,VIC,-35.938845,143.18853,3527.0
DUNACH,VIC,-37.217121,143.768278,3371.0
